QRID,weight,SurveyPublic,DEMONYM,Q1,Q2a,Q2b,Q2c,Q2d,Q3,Q4,QLEGAL,Q5a,Q5b,Q5c,Q5d,QCURREL,Q6a,Q6b,Q6c,Q6d,Q6e,Q6f,QBORN,Q7a,Q7b,Q7c,Q7d,Q7e,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q8i,Q8j,Q8k,Q9,Q10,Q11,Q12,QCHREL,Q13,Q14,Q15a,Q15b,Q15c,Q15d,QFIGURESa,QFIGURESb,QFIGURESc,QFIGURESd,QFIGURESe,QFIGURESf,QFIGURESg,QFIGURESh,QFIGURESi,Q16_1,Q16_2,Q16_3,Q16_98,Q16_99,Q17,Q18,Q19,Q20a,Q20b,Q21,Q22a,Q22b,Q22c,Q22d,Q23,Q24a,Q24b,Q24c,Q24d,Q25a,Q25b,Q25c,Q26a,Q26b,Q27a,Q27b,Q27c,Q27d,Q27e,Q27f,Q27g,Q27h,Q27i,Q28,Q29,Q30,Q31,Q33,Q35,Q36,Q37,Q38a,Q38b,Q38c,Q39a,Q39b,Q39c,Q39d,QABORT,Q40a,Q40b,Q40c,Q40d,Q40e,QATTEND,QAGE,QAGE_NRHKG,QAGE_NRJPN,QAGE_NRKOR,QAGE_NRTWNrec,QAGE_NRVNM,QETHHKG,QETHTWN,QETHVNM,QFERT,QHH1,QHH2,Q41,QMARRIED,QEDUHKG,QEDUJPN,QEDUKOR,QEDUTWN,QEDUVNM,CHURCHEDUa,CHURCHEDUb,QPTYJPN,QPTYTWN,Q50,Q51,QZIPHKG,QZIPHKG2,QZIPJPN2,QZIPKOR,QZIPTWN,VietnamRegion,GenderRec,Language,ISCED,UrbanVietnam
1301081,0.570976913,1,1,3,3,3,3,3,2,3,2,3,2,3,2,8,2,2, ,2,2,2, ,2,2,2,1,1, , , , , , , , , , , ,3,2,1,2,10, ,1,2,2,2,2,2,2,2,2,2,2,2, ,2,1,2,2,2,2,1,2,2, , , ,1,1,1,1,2,2,2,1,2,1,1,2,3,2,1,1,1,1,2,1,1,1,1,7,1,2,1,2,2,1,1,1,1,1,2,3,2,3,3,2,4,3,2,3, ,21, , , , , ,1, , ,0, ,3,3,4,4, , , , ,1,2, , , ,1,13,3, , , , ,2,1,3, 
1301092,0.44810359,1,1,1,3,3,3,3,2,3,4,2,3,3,1,2,2,2, ,2,2,2,2,2,2,1,1,1, , , , , , , , , , , ,2,1,1,2,2, ,2,2,2,1,2,2,2,1,2,1,2,2, ,2,2,1,2,2,2, ,2,2, , , ,2,2,2,2,2,2,2,2,2,2,2,2,5,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,4,2,3,4,1,2,2,2,2,3,45, , , , , ,1, , ,0, ,1,1,4,7, , , , ,1,2, , , ,1,3,1, , , , ,2,1,5, 
1301125,0.609397343,1,1,1,3,3,3,3,2,3,1,2,2,2,1,8,2,2, ,2,2,2, ,2,2,1,1,1, , , , , , , , , , , ,3,2,1,2,5, ,1,2,2,2,2,2,2,2,2,2,2,2, ,2,1,1,2,2,2,2,2,2, , , ,1,1,1,1,1,2,2,2,2,2,2,2,3,1,2,1,1,2,2,2,2,2,2,7,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,4,2,2,3, ,25, , , , , ,1, , ,0, ,5,3,4,7, , , , ,1,2, , , ,1,7,2, , , , ,2,1,5, 
1301141,0.487215871,1,1,3,3,3,3,3,2,1,3,2,2,2,3,8,2,2, ,2,2,1, ,2,1,1,1,1, , , , , , , , , , , ,4,2,1,2,8, ,1,2,2,2,2,2,2,2,2,2,2,2, ,2,1,1,2,2,2,2,2,2, , , ,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,7,2,1,1,2,1,1,1,1,2,1,1,3,1,3,2,1,4,4,3,4, ,23, , , , , ,1, , ,0, ,4,3,4,7, , , , ,1,2, , , ,1,9,2, , , , ,1,1,5, 
1301164,3.62315919,1,1,3,3,3,1,3,1,3,4,1,1,2,3,8,1,2, ,2,2,2, ,98,1,1,1,98, , , , , , , , , , , ,3,1,1,1,8, ,3,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,1,2, ,2,2, , , ,1,1,2,2,2,2,2,2,2,1,1,1,5,5,1,1,1,1,1,1,98,98,1,7,2,2,2,2,2,1,98,99,98,2,2,4,3,98,3,98,98,2,98,98, ,50, , , , , ,1, , ,2, ,2,1,1,2, , , , ,2,2, , , ,1,10,3, , , , ,2,1,1, 
1301179,0.588254022,1,1,3,3,3,3,3,2,3,1,1,3,3,3,8,1,2, ,2,1,2, ,2,2,1,1,1, , , , , , , , , , , ,4,1,1,2,8, ,3,2,2,2,2,2,2,2,2,2,2,2, ,2,2,1,2,2,2, ,2,2, , , ,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,7,2,1,2,2,2,2,1,1,2,1,1,3,2,4,2,2,3,4,3,3, ,998,5, , , , ,1, , ,2, ,3,2,1,7, , , , ,1,2, , , ,1,3,1, , , , ,1,1,5, 
1301182,0.471786282,1,1,2,3,3,3,3,2,3,3,1,2,2,1,8,2,2, ,2,2,2, ,2,2,1,2,1, , , , , , , , , , , ,4,2,2,2,8, ,3,2,2,2,2,2,2,2,2,2,2,2, ,2,1,2,2,2,2,2,2,2, , , ,1,1,1,1,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,7,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,4,4,2,4, ,27, , , , , ,1, , ,0, ,3,2,4,7, , , , ,1,2, , , ,1,10,3, , , , ,2,1,5, 
1301235,0.703323913,1,1,3,3,3,3,3,2,1,3,2,3,3,3,8,2,2, ,2,2,1, ,1,1,1,1,1, , , , , , , , , , , ,3,1,1,2,8, ,3,2,2,2,2,2,2,2,1,2,1,2, ,2,1,1,2,2,2,2,3,1,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,1,1,2,1,2,1,1,7,2,1,2,1,2,2,1,2,2,2,2,3,2,3,3,4,2,1,1,3, ,33, , , , , ,1, , ,0, ,3,1,4,7, , , , ,2,1, , , ,1,16,3, , , , ,1,1,5, 
1301240,0.752115045,1,1,3,3,3,3,3,2,3,1,3,2,3,3,1,1,2, ,2,2,2, ,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1, ,3,1,1,2,1,2,1,2,1,2,1,2, ,2,1,2,2,2,2,2,1,2, , , ,1,1,1,1,1,1,2,1,2,1,1,1,3,3,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,4,1,4,2,1,4,4,3,3, ,35, , , , , ,1, , ,0, ,4,2,4,4, , , , ,1,2, , , ,1,5,2, , , , ,2,1,3, 
1301258,0.938524512,1,1,3,3,3,3,3,2,3,1,3,2,2,3,8,2,2, ,2,2,2, ,2,2,2,2,1, , , , , , , , , , , ,4,2,2,2,8, ,3,2,2,2,2,2,2,2,2,2,2,2, ,2,1,1,2,2,2,2,3,2, , , ,2,2,2,2,2,2,2,2,2,2,2,2,3,5,2,1,2,2,2,2,2,2,2,7,1,1,2,2,2,1,1,2,2,1,3,2,2,3,2,1,3,4,4,4, ,40, , , , , ,1, , ,0, ,3,1,1,4, , , , ,2,2, , , ,1,5,2, , , , ,1,1,3, 
1301303,0.337800772,1,1,3,3,3,3,3,1,3,3,2,3,3,3,8,1,2, ,98,98,98, ,2,2,1,1,1, , , , , , , , , , , ,3,1,1,2,1, ,2,2,2,2,2,2,2,2,1,2,1,1, ,2,1,1,2,2,2,2,2,1,1,1,5,1,1,1,1,2,2,2,2,2,2,2,2,4,3,1,1,1,2,1,1,1,1,1,5,1,1,2,2,2,2,1,2,1,2,2,3,2,3,3,4,2,2,2,2, ,70, , , , , ,1, , ,4, ,2,1,1,4, , , , ,2,2, , , ,1,16,3, , , , ,2,1,3, 
1301392,0.588835952,1,1,2,3,3,3,3,2,3,4,2,3,99,1,8,2,2, ,2,2,2, ,2,98,1,2,2, , , , , , , , , , , ,4,2,2,3,8, ,3,2,2,2,2,2,2,2,2,2,2,2, ,2,1,2,2,2,2,2,4,2, , , ,2,1,1,1,2,2,2,2,2,1,2,2,5,5,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,2,1,2,99,1,2,2,2,2,2,2,4,4,3,4, ,70, , , , , ,1, , ,0, ,3,2,4,5, , , , ,2,2, , , ,2,11,3, , , , ,1,1,4, 
1301496,2.280357936,1,1,1,3,3,3,3,2,3,3,1,1,1,1,8,2,2, ,2,2,2, ,2,2,2,2,1, , , , , , , , , , , ,4,2,2,1,8, ,3,2,2,2,2,2,2,2,2,2,2,2, ,2,1,2,2,2,2,2,4,1,2,1,3,2,1,1,1,2,2,2,2,2,2,2,2,5,4,2,2,2,2,2,2,2,2,2,7,2,1,2,2,2,1,1,1,1,1,4,1,4,2,2,1,4,4,4,4, ,52, , , , , ,1, , ,2, ,4,2,1,3, , , , ,2,2, , , ,1,13,3, , , , ,2,1,2, 
1301522,0.346806745,1,1,2,3,3,1,1,3,1,4,3,3,3,1,7,1,98, ,2,98,2, ,2,2,2,2,2, , , , , , , , , , , ,4,2,2,3,8, ,2,2,2,2,2,2,2,2,2,2,1,2, ,2,1,2,2,2,2,2,1,2, , , ,2,2,2,2,2,2,2,2,2,2,2,2,5,3,2,2,2,2,1,2,2,2,2,7,2,2,2,2,1,1,1,1,2,2,4,4,3,4,1,3,4,4,4,4, ,83, , , , , ,1, , ,4, ,3,3,5,4, , , , ,2,2, , , ,1,17,3, , , , ,1,1,3, 
1301539,0.345354963,1,1,3,3,3,3,3,1,3,4,1,1,2,1,2,2,1, ,2,2,2,1,2,2,1,1,1, , , , , , , , , , , ,1,1,1,1,7, ,3,2,2,1,2,2,2,2,2,1,2,2, ,2,1,2,2,2,2,2,4,2, , , ,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,98,98,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,3,2,3,3,2,4,3,3,4,2,61, , , , , ,98, , ,2, ,1,1,4,8, , , , ,1,2, , , ,1,11,3, , , , ,2,1,5, 
1301976,0.501034297,1,1,3,1,3,1,3,2,3,3,1,2,1,1,1,2,2, ,2,2,2, ,2,2,1,1,1,2,2,2,2,1,2,1,2,1,2,1,3,1,1,2,1, ,3,2,1,2,2,2,2,2,2,2,2,2, ,2,1,2,2,2,2,2,1,98, , , ,1,1,1,2,2,1,1,1,2,2,2,2,4,4,1,2,1,2,1,1,1,2,2,6,1,2,2,2,1,1,1,2,2,2,3,3,3,3,3,2,3,3,3,2, ,40, , , , , ,98, , ,0, ,1,1,4,4, , , , ,2,1, , , ,1,16,3, , , , ,1,1,3, 
1302008,0.337800772,1,1,3,3,3,3,3,1,3,2,2,2,2,1,1,1,2, ,2,2,2, ,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,2,1, ,3,1,1,2,2,1,1,2,1,2,1,1, ,2,1,1,2,2,2,2,2,2, , , ,1,2,1,1,2,2,2,1,1,1,1,1,4,4,1,1,1,1,1,1,1,2,1,6,1,1,2,2,2,2,2,2,1,2,2,3,2,3,2,2,3,2,2,3, ,65, , , , , ,1, , ,2, ,2,2,1,4, , , , ,1,2, , , ,1,10,3, , , , ,2,1,3, 
1302020,0.398556263,1,1,3,3,2,2,2,2,3,4,1,1,2,1,1,1,2, ,1,2,2, ,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,2,8, ,3,1,1,2,2,2,1,2,1,2,1,1, ,2,1,1,2,2,2,2,2,2, , , ,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5,2,2,1,2,1,2,1,2,2,2,2,3,2,4,2,2,4,3,3,4, ,51, , , , , ,97, , ,2, ,4,1,1,5, , , , ,1,2, , , ,1,17,3, , , , ,1,1,4, 
1302049,0.549398244,1,1,3,3,3,3,3,2,3,2,3,3,2,3,8,2,2, ,2,2,2, ,1,1,1,1,1, , , , , , , , , , , ,3,1,2,2,8, ,1,2,2,2,2,2,2,2,2,2,2,2, ,2,1,2,2,2,2,2,2,2, , , ,2,2,1,2,2,1,2,2,2,2,2,2,4,4,2,1,1,2,1,2,2,1,1,5,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,1,4,4,4,4, ,35, , , , , ,1, , ,0, ,3,3,4,7, , , , ,2,1, , , ,1,16,3, , , , ,2,1,5, 
1302062,0.903330885,1,1,3,3,3,3,3,2,3,2,2,1,1,2,8,2,2, ,2,2,2, ,2,1,1,1,1, , , , , , , , , , , ,4,1,1,2,2, ,3,2,2,2,2,2,2,2,2,2,2,2, ,2,2,1,1,2,2, ,1,1,1,2,4,1,1,1,1,1,2,2,2,2,1,1,1,5,5,1,1,1,1,1,1,1,1,1,7,1,1,2,2,2,2,2,1,1,1,1,2,1,4,4,2,2,2,2,3, ,25, , , , , ,1, , ,0, ,4,2,4,7, , , , ,2,2, , , ,1,3,1, , , , ,1,1,5, 
1302084,0.703323913,1,1,3,3,3,3,3,2,3,3,3,1,1,1,2,1,1, ,1,1,1,2,1,1,1,1,1, , , , , , , , , , , ,1,1,1,1,2, ,1,2,1,1,2,2,1,2,2,1,2,2, ,2,1,2,2,2,2,1,3,2, , , ,2,2,2,2,1,2,2,2,2,2,2,2,3,3,2,1,1,2,1,1,1,1,1,3,2,1,2,2,1,2,1,1,2,1,1,3,1,3,2,2,2,2,3,4,3,34, , , , , ,1, , ,0, ,3,2,4,6, , , , ,1,2, , , ,1,15,3, , , , ,1,1,5, 
1302092,2.453786286,1,1,1,3,3,3,3,2,1,2,1,1,2,1,8,2,2, ,2,2,2, ,2,1,1,1,1, , , , , , , , , , , ,2,1,1,2,9, ,1,2,2,2,2,2,2,2,2,2,2,2, ,2,1,2,2,2,2,2,1,2, , , ,1,1,1,1,2,2,2,2,2,1,1,2,3,4,1,1,1,1,1,1,1,1,1,6,2,1,2,2,2,1,2,2,2,2,1,3,1,3,3,2,4,3,2,3, ,53, , , , , ,1, , ,0, ,3,2,1,3, , , , ,1,2, , , ,1,3,1, , , , ,2,1,2, 
1302132,0.674915248,1,1,1,3,3,3,3,2,3,2,2,2,2,1,2,2,1, ,2,2,1,1,1,1,1,1,1, , , , , , , , , , , ,1,1,1,2,1, ,1,2,2,2,2,2,2,2,2,1,2,2, ,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,1,2,5,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,1,1,1,1,2,1,4,4,4,4,7,30, , , , , ,1, , ,0, ,2,2,4,4, , , , ,1,2, , , ,1,15,3, , , , ,1,1,3, 
1302149,0.524637503,1,1,2,3,3,3,3,2,3,1,1,1,2,1,2,2,1, ,2,1,1,1,2,2,1,1,1, , , , , , , , , , , ,1,1,1,2,2, ,3,2,2,1,2,2,2,2,2,1,2,2, ,2,1,2,2,2,2,2,2,1,1,1,3,1,1,1,1,2,1,2,2,2,2,2,2,4,3,1,1,1,1,1,1,1,1,1,4,2,1,2,2,1,1,1,1,2,2,1,4,1,4,2,1,4,4,1,4,4,999,3, , , , ,1, , ,2, ,2,3,1,7, , , , ,1,2, , , ,1,7,2, , , , ,2,1,5, 
1302194,0.713122773,1,1,1,3,3,3,3,2,3,1,2,3,2,1,8,2,2, ,2,2,2, ,2,2,2,1,1, , , , , , , , , , , ,4,2,1,2,8, ,3,2,2,2,2,2,2,2,2,2,2,2, ,2,1,2,2,2,2,2,1,2, , , ,2,2,2,1,2,2,2,2,2,1,1,2,5,3,1,1,1,2,1,1,1,2,1,7,2,1,2,2,2,2,1,2,2,2,3,2,2,2,3,2,2,3,2,3, ,36, , , , , ,98, , ,1, ,5,3,1,4, , , , ,2,2, , , ,1,15,3, , , , ,2,1,3, 
1302205,0.640510698,1,1,1,3,3,3,3,2,3,2,2,2,2,2,8,2,2, ,2,2,2, ,1,1,1,1,1, , , , , , , , , , , ,2,1,1,2,8, ,1,2,2,2,2,2,2,2,2,2,2,2, ,2,2,1,2,2,2, ,2,2, , , ,1,2,1,2,2,1,2,2,2,1,2,2,4,4,1,1,1,1,1,1,1,1,1,6,2,1,2,2,1,2,1,2,2,2,2,3,2,3,2,2,3,3,3,3, ,38, , , , , ,1, , ,0, ,2,2,1,8, , , , ,2,2, , , ,1,11,3, , , , ,1,1,5, 
1302305,0.471786282,1,1,3,3,3,3,3,2,1,2,1,3,2,1,8,2,2, ,1,2,1, ,1,1,1,1,1, , , , , , , , , , , ,3,1,1,2,5, ,1,2,1,2,2,2,2,2,2,2,1,1, ,2,1,2,2,2,2,2,2,1,1,2,3,1,1,1,2,2,2,2,2,2,2,2,2,5,5,1,1,1,1,1,2,1,1,1,4,2,1,2,2,2,1,2,2,1,2,2,3,2,2,2,1,3,3,2,4, ,34, , , , , ,1, , ,1, ,3,2,1,7, , , , ,2,2, , , ,1,12,3, , , , ,2,1,5, 
1302348,2.765587925,1,1,1,3,3,3,4,3,3,2,3,98,3,3,2,2,1, ,2,1,98,98,98,98,98,98,98, , , , , , , , , , , ,3,2,2,98,8, ,1,2,2,1,2,2,2,1,2,1,2,2, ,2,1,2,2,2,2,2,98,1,2,2,98,2,2,2,2,2,2,2,2,2,98,2,2,5,5,2,2,2,2,2,2,2,2,2,7,2,3,2,2,2,2,2,2,2,2,98,98,98,4,98,98,3,98,98,98,3,80, , , , , ,1, , ,0, ,1,98,4,2, , , , ,2,2, , , ,2,1,1, , , , ,1,1,1, 
1302360,3.62315919,1,1,1,3,3,3,2,1,3,4,2,2,3,3,8,2,2, ,2,2,2, ,1,98,1,1,1, , , , , , , , , , , ,3,1,1,1,1, ,2,2,2,2,2,2,2,2,1,2,1,2, ,2,1,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,5,5,2,1,1,2,1,2,2,1,2,7,1,1,2,2,1,1,1,2,2,2,3,3,3,4,3,2,2,2,3,3, ,70, , , , , ,1, , ,2, ,2,1,1,2, , , , ,2,2, , , ,2,13,3, , , , ,1,1,1, 
1302391,1.816582115,1,1,3,3,3,3,3,2,3,4,3,3,3,3,2,98,1, ,98,98,98,98,1,98,1,1,1, , , , , , , , , , , ,2,1,98,1,8, ,3,2,2,2,2,2,2,2,2,1,2,2, ,2,1,1,2,2,2,2,3,2, , , ,1,1,1,1,1,2,2,2,2,99,99,2,3,99,98,1,1,2,1,1,1,1,1,3,2,98,2,2,1,2,1,2,2,2,2,3,2,2,3,98,99,99,98,99,99,999,6, , , , ,1, , ,3, ,1,1,5,1, , , , ,2,2, , , ,1,6,2, , , , ,2,1,1, 
1302515,0.545243646,1,1,1,3,2,1,3,2,3,2,2,2,2,2,8,2,2, ,2,2,2, ,1,1,1,1,1, , , , , , , , , , , ,3,1,1,2,8, ,3,2,1,2,2,2,1,2,2,2,2,2, ,2,1,2,2,2,2,2,2,2, , , ,1,1,1,1,1,1,2,2,2,1,1,2,3,2,1,1,1,1,1,1,1,1,1,3,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2, ,24, , , , , ,1, , ,2, ,2,1,1,4, , , , ,2,2, , , ,1,7,2, , , , ,2,1,3, 
1302680,0.515435338,1,1,1,3,3,3,3,2,1,2,2,3,3,1,8,2,2, ,1,2,1, ,2,2,1,1,1, , , , , , , , , , , ,3,2,1,2,5, ,3,2,2,2,2,2,2,2,2,2,2,2, ,2,1,2,2,2,2,2,3,2, , , ,1,1,1,1,2,2,2,2,2,2,2,2,4,4,1,1,2,1,1,1,1,1,1,6,2,1,2,2,1,2,1,2,2,2,2,2,1,3,3,2,4,4,2,4, ,34, , , , , ,1, , ,1, ,4,2,1,7, , , , ,2,2, , , ,1,13,3, , , , ,2,1,5, 
1302775,0.709647234,1,1,3,3,3,3,3,2,3,3,2,1,1,1,3,2,2, ,1,2,1, ,2,2,1,2,1, , , , , , , , , , , ,2,2,1,2,8, ,1,2,1,2,2,2,1,2,2,2,1,2, ,2,1,1,2,2,2,2,2,1,1,1,4,2,2,1,2,2,2,2,1,1,2,1,2,4,4,1,1,1,1,1,1,1,1,1,6,1,1,2,2,2,1,1,2,1,1,2,4,2,2,4,2,4,4,3,3, ,39, , , , , ,1, , ,0, ,5,4,2,7, , , , ,2,1, , , ,1,6,2, , , , ,2,1,5, 
1302799,0.670253848,1,1,1,3,3,3,3,2,3,1,2,3,2,1,2,2,1, ,2,2,2,2,2,2,1,2,1, , , , , , , , , , , ,2,1,1,2,2, ,3,2,2,1,2,2,2,1,2,1,2,2, ,2,1,2,2,2,2,2,2,2, , , ,2,2,2,2,2,2,2,2,2,2,2,2,4,4,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,4,2,4,1,2,3,3,2,4,3,36, , , , , ,1, , ,0, ,4,4,1,7, , , , ,2,2, , , ,1,7,2, , , , ,2,1,5, 
1303014,0.355349358,1,1,3,3,3,3,3,2,1,4,1,2,2,1,2,2,1, ,2,2,2,2,1,2,1,1,1, , , , , , , , , , , ,1,1,1,1,2, ,1,2,2,1,2,2,2,1,2,1,2,2, ,2,1,1,2,2,2,2,1,1,1,1,2,1,1,2,2,1,1,2,2,1,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,4,1,4,3,3,3,4,3,3,3,41, , , , , ,1, , ,1, ,3,3,1,5, , , , ,1,2, , , ,1,18,3, , , , ,2,1,4, 
1303263,0.83969372,1,1,1,3,2,3,3,1,1,4,3,98,3,3,1,1,2, ,1,2,2, ,2,98,1,1,1,2,98,1,1,1,1,1,1,1,1,1,4,2,1,2,1, ,3,2,2,2,2,1,1,1,1,1,1,1, ,1,1,2,2,2,2,2,1,2, , , ,2,2,2,1,2,1,2,2,2,1,2,1,4,5,1,1,1,1,1,98,1,1,1,99,2,1,2,2,2,2,1,1,98,2,3,3,2,2,99,2,3,1,2,2, ,60, , , , , ,98, , ,4, ,5,1,1,4, , , , ,2,1, , , ,1,7,2, , , , ,2,1,3, 
1303552,2.1577915,1,1,2,3,3,3,3,2,3,1,1,1,2,1,8,2,2, ,2,2,2, ,2,2,1,1,1, , , , , , , , , , , ,4,2,1,2,2, ,1,2,2,2,2,2,2,2,2,2,2,2, ,2,1,2,2,2,2,2,4,2, , , ,1,1,1,1,2,2,2,2,2,2,2,2,3,3,1,1,1,2,2,1,1,2,2,7,2,1,1,1,1,1,1,1,2,1,2,3,4,3,1,1,4,4,4,4, ,44, , , , , ,98, , ,0, ,4,4,4,7, , , , ,1,2, , , ,2,17,3, , , , ,2,1,5, 
1303906,0.419276371,1,1,2,3,3,3,3,2,3,2,2,2,2,1,2,2,1, ,2,2,2,2,2,2,1,2,1, , , , , , , , , , , ,1,1,1,1,2, ,1,2,2,1,2,2,2,2,2,1,2,2, ,2,1,1,2,2,2,2,4,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,3,4,2,1,1,2,1,1,1,1,1,1,2,1,2,2,2,1,1,2,1,1,2,2,2,4,3,1,4,3,2,4,3,30, , , , , ,1, , ,0, ,1,2,1,7, , , , ,1,2, , , ,1,12,3, , , , ,1,1,5, 
1304005,0.650078283,1,1,2,3,3,2,3,2,3,2,1,2,3,1,8,2,2, ,2,2,2, ,2,2,1,1,1, , , , , , , , , , , ,4,1,1,2,1, ,1,2,2,2,2,2,1,2,2,2,1,2, ,2,1,1,2,2,2,2,2,1,1,1,3,2,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,2,2,2,2,3,2,4,4,3,4, ,62, , , , , ,1, , ,2, ,3,2,1,4, , , , ,2,1, , , ,1,12,3, , , , ,2,1,3, 
1304091,0.515435338,1,1,3,3,3,3,3,2,3,2,2,2,2,1,8,2,2, ,2,2,2, ,2,2,1,1,1, , , , , , , , , , , ,3,1,1,2,5, ,3,2,2,2,2,2,1,1,2,1,1,1, ,2,1,1,2,2,2,2,1,1,1,1,3,1,1,1,1,2,1,2,2,2,1,1,2,4,4,1,1,1,1,1,1,1,1,1,7,2,1,1,2,2,1,1,1,1,1,1,3,2,3,3,2,3,4,2,3, ,30, , , , , ,1, , ,0, ,4,1,4,7, , , , ,1,2, , , ,1,16,3, , , , ,2,1,5, 
1304359,0.564017382,1,1,1,1,3,3,3,2,3,4,3,2,2,2,2,1,1, ,1,2,1,1,2,2,2,1,1, , , , , , , , , , , ,1,1,1,2,2, ,3,2,2,1,1,2,2,2,2,1,2,2, ,2,2,1,2,2,2, ,1,2, , , ,2,1,2,2,1,1,2,2,2,1,1,2,4,4,2,1,1,1,1,1,1,1,1,3,2,1,1,2,1,2,1,2,2,2,4,2,1,4,4,1,4,4,2,4,3,50, , , , , ,1, , ,3, ,3,1,2,7, , , , ,1,2, , , ,1,10,3, , , , ,1,1,5, 
1304509,0.471786282,1,1,3,3,3,3,3,2,3,2,1,3,2,1,8,2,2, ,2,1,1, ,2,1,2,1,1, , , , , , , , , , , ,3,1,1,2,2, ,1,2,2,2,2,2,2,2,2,1,1,2, ,2,1,2,2,2,2,2,2,2, , , ,1,1,1,1,2,2,2,2,2,1,1,2,4,3,1,1,1,1,1,1,1,1,1,6,1,2,2,1,1,1,1,1,1,1,2,2,1,3,2,1,4,4,2,4, ,28, , , , , ,1, , ,0, ,3,3,4,7, , , , ,1,2, , , ,1,17,3, , , , ,2,1,5, 
1304510,2.307151231,1,1,1,3,3,3,3,2,3,2,3,3,3,3,1,1,2, ,2,2,2, ,2,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1, ,3,2,1,2,2,2,1,2,2,2,1,1, ,2,1,2,2,2,2,2,3,1,1,1,3,1,1,1,1,2,2,2,2,2,2,2,2,4,4,1,1,1,1,1,1,1,1,1,6,2,1,2,2,2,1,1,2,2,2,2,3,2,3,3,2,3,3,3,4, ,64, , , , , ,1, , ,2, ,4,1,1,3, , , , ,2,2, , , ,1,9,2, , , , ,2,1,2, 
1304550,0.452729887,1,1,3,3,3,3,3,2,3,1,2,1,2,1,8,2,2, ,2,2,2, ,2,2,1,1,1, , , , , , , , , , , ,2,2,2,2,8, ,1,2,2,2,2,2,2,2,2,2,2,2, ,2,1,2,2,2,2,2,2,2, , , ,1,1,1,1,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,6,2,1,2,2,1,1,1,1,1,1,2,4,2,4,2,1,4,1,2,3, ,32, , , , , ,1, , ,1, ,2,2,1,4, , , , ,2,2, , , ,1,13,3, , , , ,2,1,3, 
1304563,0.515435338,1,1,3,3,3,2,3,2,3,2,2,2,2,1,2,2,1, ,2,2,2,2,2,2,2,1,1, , , , , , , , , , , ,2,1,1,1,2, ,1,2,2,2,2,2,2,2,2,1,2,2, ,2,1,2,2,2,2,2,3,2, , , ,2,2,2,2,1,2,2,2,2,2,2,2,3,4,2,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,3,3,1,4,4,3,4,5,31, , , , , ,1, , ,1, ,4,3,1,7, , , , ,1,2, , , ,1,10,3, , , , ,2,1,5, 
1304618,0.657247338,1,1,3,1,3,3,3,2,3,4,2,1,2,1,8,2,2, ,2,2,2, ,2,2,2,1,1, , , , , , , , , , , ,3,1,1,1,8, ,3,2,2,2,2,2,2,2,2,2,2,2, ,2,1,2,2,2,2,2,3,1,1,1,3,1,1,1,1,2,1,2,1,2,2,2,2,4,3,2,1,1,1,1,1,1,1,1,7,2,1,1,2,1,2,1,2,2,2,1,4,1,3,3,1,4,4,2,4, ,20, , , , , ,1, , ,0, ,5,2,4,6, , , , ,1,2, , , ,1,7,2, , , , ,2,1,5, 
